Datetime,Open,High,Low,Close,Volume
2017-12-18 02:00:00,0.0001,0.000315,5.5e-05,0.0003132,173704478.79
2017-12-25 02:00:00,0.0003132,0.0005305,0.0003015,0.000386,101422555.9
2018-01-01 02:00:00,0.000386,0.000665,0.0003525,0.0006099,77804335.53
2018-01-08 02:00:00,0.0006099,0.0008685,0.0005766,0.000772,58295887.68
2018-01-15 02:00:00,0.000772,0.000845,0.0005309,0.000778,45593054.07
2018-01-22 02:00:00,0.000778,0.0008376,0.000653,0.0008076,48689277.38
2018-01-29 02:00:00,0.0008077,0.0009194,0.00047,0.0005198,72787155.28
2018-02-05 02:00:00,0.0005198,0.0006175,0.0003799,0.0004705,86677041.31
2018-02-12 02:00:00,0.0004709,0.000537,0.0004427,0.0004514,56473267.06
2018-02-19 02:00:00,0.000451,0.000459,0.0003552,0.0004046,41399672.85
2018-02-26 02:00:00,0.0004046,0.0004433,0.000315,0.0003167,32568071.25
2018-03-05 02:00:00,0.0003165,0.0003276,0.00026,0.0002905,33251521.44
2018-03-12 02:00:00,0.0002904,0.0003415,0.0002135,0.0002509,72038252.64
2018-03-19 02:00:00,0.000251,0.0004744,0.0002386,0.0004088,178182932.86
2018-03-26 03:00:00,0.0004092,0.0004129,0.0002879,0.0003059,95946658.62
2018-04-02 03:00:00,0.0003059,0.0003245,0.0002805,0.0002998,73295193.45
2018-04-09 03:00:00,0.0002998,0.0003671,0.000291,0.0003438,82851013.24
2018-04-16 03:00:00,0.0003441,0.0004312,0.000338,0.0004023,60821616.79
2018-04-23 03:00:00,0.0004021,0.0005249,0.0003931,0.0004965,101321606.39
2018-04-30 03:00:00,0.0004965,0.0004982,0.0004243,0.0004389,55209514.53
2018-05-07 03:00:00,0.0004396,0.0004915,0.0003977,0.0004583,52573238.6
2018-05-14 03:00:00,0.0004579,0.000495,0.0004216,0.000425,31090833.62
2018-05-21 03:00:00,0.0004243,0.0004278,0.0003356,0.0003413,33502303.98
2018-05-28 03:00:00,0.000342,0.0003781,0.0003059,0.0003656,75000314.84
2018-06-04 03:00:00,0.0003654,0.0003718,0.0003067,0.0003124,32795139.8
2018-06-11 03:00:00,0.000312,0.0003574,0.0002821,0.0003079,85910946.62
2018-06-18 03:00:00,0.000308,0.000323,0.0002501,0.0002558,80843592.98
2018-06-25 03:00:00,0.0002558,0.000269,0.0002349,0.0002597,78191931.01
2018-07-02 03:00:00,0.0002596,0.0002749,0.0002399,0.0002572,78762696.31
2018-07-09 03:00:00,0.0002571,0.0002599,0.0002041,0.0002148,79623399.69
2018-07-16 03:00:00,0.0002149,0.000234,0.0001773,0.0001838,81702084.89
2018-07-23 03:00:00,0.0001839,0.000189,0.0001537,0.000157,34596867.05
2018-07-30 03:00:00,0.000157,0.0001585,0.0001154,0.0001266,36774791.63
2018-08-06 03:00:00,0.0001267,0.0001417,0.0001025,0.0001086,50036006.36
2018-08-13 03:00:00,0.0001085,0.0001161,7.67e-05,0.0001038,79928909.45
2018-08-20 03:00:00,0.000104,0.0001387,8.7e-05,0.000137,68091236.98
2018-08-27 03:00:00,0.000137,0.0001458,0.0001154,0.0001273,136753159.47
2018-09-03 03:00:00,0.0001273,0.0001304,9.77e-05,9.94e-05,89990483.5
2018-09-10 03:00:00,9.94e-05,0.0001036,8.42e-05,9.84e-05,74462929.91
2018-09-17 03:00:00,9.83e-05,0.0001088,9.05e-05,0.0001053,66451836.37
2018-09-24 03:00:00,0.0001054,0.0001091,9.43e-05,9.88e-05,37987428.7
2018-10-01 03:00:00,9.88e-05,0.0001082,9.85e-05,0.0001023,35987311.46
2018-10-08 03:00:00,0.000102,0.0001113,9.32e-05,9.82e-05,41860523.88
2018-10-15 03:00:00,9.79e-05,0.0001134,9.27e-05,0.0001067,60025488.28
2018-10-22 03:00:00,0.0001066,0.0001071,9.82e-05,0.0001002,29902003.77
2018-10-29 02:00:00,0.0001001,0.000103,9.53e-05,9.87e-05,24516417.58
