Datetime,Open,High,Low,Close,Volume
2017-11-06 02:00:00,0.0125,0.16,0.0125,0.0208,63297.174
2017-11-13 02:00:00,0.022,0.02295,0.014882,0.016105,108478.982
2017-11-20 02:00:00,0.016104,0.021597,0.015896,0.017479,96025.095
2017-11-27 02:00:00,0.017484,0.020299,0.0154,0.017553,132637.898
2017-12-04 02:00:00,0.017554,0.025,0.013949,0.015904,212382.591
2017-12-11 02:00:00,0.016063,0.021661,0.015312,0.018156,236923.667
2017-12-18 02:00:00,0.018156,0.031,0.017808,0.024375,272797.017
2017-12-25 02:00:00,0.024448,0.025603,0.021815,0.024104,243074.836
2018-01-01 02:00:00,0.024103,0.027823,0.01979,0.024734,308124.645
2018-01-08 02:00:00,0.024734,0.0309,0.0239,0.028817,243124.877
2018-01-15 02:00:00,0.028997,0.033999,0.02561,0.030191,225415.525
2018-01-22 02:00:00,0.030189,0.030337,0.027574,0.028239,100916.403
2018-01-29 02:00:00,0.028235,0.0285,0.02405,0.026701,116338.369
2018-02-05 02:00:00,0.026701,0.029987,0.024353,0.028344,97947.281
2018-02-12 02:00:00,0.028345,0.03068,0.026915,0.028284,122568.404
2018-02-19 02:00:00,0.028284,0.029732,0.026015,0.02906,125580.455
2018-02-26 02:00:00,0.028971,0.033,0.027284,0.03197,265685.102
2018-03-05 02:00:00,0.031988,0.034345,0.028391,0.02939,277686.638
2018-03-12 02:00:00,0.029389,0.029694,0.0234,0.025437,243591.89
2018-03-19 02:00:00,0.025468,0.025941,0.02365,0.024916,216428.158
2018-03-26 03:00:00,0.024916,0.02605,0.023152,0.025597,210882.183
2018-04-02 03:00:00,0.025589,0.026195,0.0236,0.024729,194340.785
2018-04-09 03:00:00,0.024729,0.025066,0.023676,0.024156,223904.565
2018-04-16 03:00:00,0.024126,0.0318,0.0238,0.030609,414963.236
2018-04-23 03:00:00,0.030609,0.03202,0.026291,0.027158,354110.147
2018-04-30 03:00:00,0.027154,0.02791,0.024197,0.024506,342872.242
2018-05-07 03:00:00,0.024506,0.02511,0.0231,0.023887,270281.092
2018-05-14 03:00:00,0.023888,0.025811,0.02325,0.023894,232821.146
2018-05-21 03:00:00,0.023878,0.023903,0.021597,0.022602,227130.973
2018-05-28 03:00:00,0.022573,0.023249,0.02043,0.021853,243182.271
2018-06-04 03:00:00,0.021856,0.022262,0.01953,0.020646,219444.183
2018-06-11 03:00:00,0.020644,0.020796,0.01811,0.019108,243599.191
2018-06-18 03:00:00,0.019097,0.020188,0.017697,0.019709,214305.612
2018-06-25 03:00:00,0.019669,0.022,0.019525,0.020499,271260.179
2018-07-02 03:00:00,0.020503,0.021944,0.019732,0.020462,189359.598
2018-07-09 03:00:00,0.020463,0.021,0.01908,0.019493,207027.249
2018-07-16 03:00:00,0.0195,0.021,0.017183,0.017298,260718.003
2018-07-23 03:00:00,0.017293,0.018468,0.0164,0.016502,230028.781
2018-07-30 03:00:00,0.0165,0.0172,0.015591,0.016704,224213.782
2018-08-06 03:00:00,0.016704,0.016832,0.014254,0.0147,261281.931
2018-08-13 03:00:00,0.014727,0.01621,0.0131,0.015144,303406.97
2018-08-20 03:00:00,0.015151,0.015823,0.013535,0.014118,231349.188
2018-08-27 03:00:00,0.014121,0.017514,0.013966,0.016475,346193.335
2018-09-03 03:00:00,0.016474,0.019276,0.016354,0.016835,437486.515
2018-09-10 03:00:00,0.01687,0.01886,0.015503,0.018,304712.456
2018-09-17 03:00:00,0.017983,0.018955,0.016639,0.018261,273986.099
2018-09-24 03:00:00,0.018247,0.018356,0.0172,0.017498,204793.22
2018-10-01 03:00:00,0.017498,0.0183,0.017119,0.01725,126382.285
2018-10-08 03:00:00,0.017245,0.017492,0.016019,0.016021,130213.937
2018-10-15 03:00:00,0.016053,0.0173,0.015627,0.016213,154891.626
2018-10-22 03:00:00,0.016213,0.0171,0.01579,0.016181,119314.359
2018-10-29 02:00:00,0.016223,0.016699,0.015916,0.016529,94231.568
