Datetime,Open,High,Low,Close,Volume
2017-11-10 02:00:00,0.0125,0.16,0.0125,0.016401,14477.308
2017-11-11 02:00:00,0.016401,0.028999,0.0161,0.018812,23031.29
2017-11-12 02:00:00,0.018814,0.022589,0.0179,0.0208,25788.576
2017-11-13 02:00:00,0.022,0.02295,0.018039,0.018836,22232.491
2017-11-14 02:00:00,0.019056,0.019056,0.017501,0.01828,17476.573
2017-11-15 02:00:00,0.018282,0.018299,0.016331,0.016484,13845.121
2017-11-16 02:00:00,0.016483,0.017602,0.014882,0.015238,12689.94
2017-11-17 02:00:00,0.015238,0.016463,0.014939,0.016312,19758.065
2017-11-18 02:00:00,0.016406,0.017574,0.015966,0.016922,11223.374
2017-11-19 02:00:00,0.0169,0.017325,0.015618,0.016105,11253.418
2017-11-20 02:00:00,0.016104,0.017988,0.015896,0.016594,11460.93
2017-11-21 02:00:00,0.016594,0.017445,0.016379,0.017445,12334.119
2017-11-22 02:00:00,0.017413,0.021259,0.017245,0.020036,16967.523
2017-11-23 02:00:00,0.020282,0.021597,0.018843,0.019839,18435.904
2017-11-24 02:00:00,0.019602,0.020135,0.01862,0.019334,11897.403
2017-11-25 02:00:00,0.019333,0.02033,0.019001,0.019136,13122.749
2017-11-26 02:00:00,0.019136,0.019253,0.016965,0.017479,11806.467
2017-11-27 02:00:00,0.017484,0.01939,0.016601,0.017802,11541.468
2017-11-28 02:00:00,0.017802,0.020088,0.0154,0.019758,21943.231
2017-11-29 02:00:00,0.019799,0.020299,0.017,0.017086,20260.539
2017-11-30 02:00:00,0.017248,0.01859,0.0165,0.0176,16405.898
2017-12-01 02:00:00,0.01753,0.017978,0.017076,0.017393,22190.836
2017-12-02 02:00:00,0.017445,0.018498,0.016905,0.018397,18691.243
2017-12-03 02:00:00,0.018398,0.018859,0.017182,0.017553,21604.683
2017-12-04 02:00:00,0.017554,0.018149,0.016046,0.017996,25568.569
2017-12-05 02:00:00,0.018023,0.021242,0.01778,0.021222,43417.967
2017-12-06 02:00:00,0.021221,0.025,0.017961,0.018699,42642.666
2017-12-07 02:00:00,0.018562,0.019811,0.013949,0.015232,35292.985
2017-12-08 02:00:00,0.015232,0.018001,0.014422,0.016359,22459.086
2017-12-09 02:00:00,0.016404,0.0191,0.016223,0.0173,24715.326
2017-12-10 02:00:00,0.017301,0.018053,0.015801,0.015904,18285.992
2017-12-11 02:00:00,0.016063,0.01741,0.015312,0.016613,19163.172
2017-12-12 02:00:00,0.016973,0.0191,0.016433,0.018117,35601.071
2017-12-13 02:00:00,0.018116,0.02,0.017565,0.019799,31866.782
2017-12-14 02:00:00,0.019851,0.021661,0.0184,0.020111,51285.776
2017-12-15 02:00:00,0.020111,0.0202,0.016012,0.017488,32381.711
2017-12-16 02:00:00,0.0176,0.018791,0.0163,0.016674,29749.309
2017-12-17 02:00:00,0.01668,0.019124,0.01668,0.018156,36875.846
2017-12-18 02:00:00,0.018156,0.0198,0.017808,0.019742,35947.11
2017-12-19 02:00:00,0.019697,0.021234,0.0194,0.020627,40131.947
2017-12-20 02:00:00,0.020627,0.031,0.019522,0.029152,70628.325
2017-12-21 02:00:00,0.029152,0.029399,0.026001,0.027,42592.959
2017-12-22 02:00:00,0.027,0.027263,0.022,0.024229,43899.124
2017-12-23 02:00:00,0.024229,0.026,0.023993,0.024531,18364.589
2017-12-24 02:00:00,0.024531,0.025487,0.023508,0.024375,21232.963
2017-12-25 02:00:00,0.024448,0.024853,0.024,0.024428,23021.549
2017-12-26 02:00:00,0.024323,0.0251,0.021815,0.0228,34453.608
2017-12-27 02:00:00,0.0228,0.0251,0.022655,0.024321,34342.865
2017-12-28 02:00:00,0.024321,0.025346,0.0231,0.024824,35140.201
2017-12-29 02:00:00,0.024767,0.02541,0.024021,0.024536,36604.482
2017-12-30 02:00:00,0.024585,0.025603,0.023897,0.024501,42554.278
2017-12-31 02:00:00,0.024532,0.0249,0.0239,0.024104,36957.853
2018-01-01 02:00:00,0.024103,0.02568,0.023795,0.02519,38438.13
2018-01-02 02:00:00,0.02519,0.027823,0.022011,0.02473,51987.021
2018-01-03 02:00:00,0.024701,0.025833,0.023661,0.02553,39167.02
2018-01-04 02:00:00,0.02553,0.025813,0.0241,0.024347,39414.989
2018-01-05 02:00:00,0.024238,0.024858,0.0201,0.02091,47354.816
2018-01-06 02:00:00,0.020998,0.023803,0.01979,0.022922,43389.129
2018-01-07 02:00:00,0.022922,0.025883,0.0228,0.024734,48373.54
2018-01-08 02:00:00,0.024734,0.027399,0.024232,0.026658,45630.533
2018-01-09 02:00:00,0.02676,0.029705,0.0239,0.028431,51133.273
2018-01-10 02:00:00,0.028475,0.029258,0.027085,0.027243,43443.005
2018-01-11 02:00:00,0.027241,0.028447,0.02651,0.02671,39063.584
2018-01-12 02:00:00,0.026713,0.028299,0.0265,0.027895,18367.201
2018-01-13 02:00:00,0.027896,0.03,0.027734,0.029399,28796.093
2018-01-14 02:00:00,0.029399,0.0309,0.0285,0.028817,16691.188
2018-01-15 02:00:00,0.028997,0.032,0.02871,0.030368,24504.846
2018-01-16 02:00:00,0.030366,0.033999,0.025679,0.028291,56396.139
2018-01-17 02:00:00,0.028292,0.029721,0.02561,0.028846,34505.471
2018-01-18 02:00:00,0.028858,0.029953,0.02799,0.02807,34554.48
2018-01-19 02:00:00,0.028074,0.0323,0.028,0.031813,32526.151
2018-01-20 02:00:00,0.031738,0.03249,0.0293,0.030136,30213.432
2018-01-21 02:00:00,0.030136,0.03087,0.0294,0.030191,12715.006
2018-01-22 02:00:00,0.030189,0.030337,0.0285,0.029174,17558.693
2018-01-23 02:00:00,0.029106,0.029627,0.027645,0.028459,14862.755
2018-01-24 02:00:00,0.028459,0.029026,0.027941,0.02816,16034.961
2018-01-25 02:00:00,0.028161,0.028399,0.027656,0.028324,12511.791
2018-01-26 02:00:00,0.0283,0.02939,0.02785,0.029168,15748.415
2018-01-27 02:00:00,0.029168,0.02939,0.02815,0.028329,11090.369
2018-01-28 02:00:00,0.028329,0.02879,0.027574,0.028239,13109.419
2018-01-29 02:00:00,0.028235,0.0285,0.027512,0.028044,13312.272
2018-01-30 02:00:00,0.028044,0.028266,0.026762,0.027229,27146.041
2018-01-31 02:00:00,0.0272,0.0278,0.026746,0.026923,13377.426
2018-02-01 02:00:00,0.026821,0.02765,0.0261,0.026428,19331.4
2018-02-02 02:00:00,0.026428,0.0277,0.02405,0.026907,19883.725
2018-02-03 02:00:00,0.026907,0.028285,0.026179,0.027455,13658.878
2018-02-04 02:00:00,0.027459,0.0278,0.0261,0.026701,9628.627
2018-02-05 02:00:00,0.026701,0.026763,0.024775,0.025909,18562.473
2018-02-06 02:00:00,0.025904,0.027391,0.024353,0.02728,19208.895
2018-02-07 02:00:00,0.027268,0.0285,0.02598,0.027056,15937.58
2018-02-08 02:00:00,0.02728,0.027496,0.026903,0.027495,226.66
2018-02-09 02:00:00,0.027496,0.029683,0.027084,0.029683,18645.506
2018-02-10 02:00:00,0.029683,0.029987,0.028449,0.028802,15669.349
2018-02-11 02:00:00,0.028897,0.029071,0.027465,0.028344,9696.818
2018-02-12 02:00:00,0.028345,0.028838,0.027524,0.028,6858.992
2018-02-13 02:00:00,0.027931,0.027931,0.026915,0.0273,9929.053
2018-02-14 02:00:00,0.027302,0.029385,0.027096,0.029099,25436.036
2018-02-15 02:00:00,0.029018,0.02979,0.027553,0.02946,22779.257
2018-02-16 02:00:00,0.029459,0.0301,0.028011,0.028915,17713.139
2018-02-17 02:00:00,0.028929,0.03068,0.028692,0.029002,26481.943
2018-02-18 02:00:00,0.029005,0.029171,0.028001,0.028284,13369.984
2018-02-19 02:00:00,0.028284,0.029111,0.027927,0.028144,11886.305
2018-02-20 02:00:00,0.028136,0.028157,0.026328,0.026569,11574.161
2018-02-21 02:00:00,0.026569,0.029732,0.026015,0.029297,35165.62
2018-02-22 02:00:00,0.02926,0.029409,0.027604,0.027863,17717.298
2018-02-23 02:00:00,0.027863,0.028463,0.0272,0.027412,19310.776
2018-02-24 02:00:00,0.027373,0.028148,0.026709,0.027738,18966.864
2018-02-25 02:00:00,0.027642,0.02906,0.027489,0.02906,10959.431
2018-02-26 02:00:00,0.028971,0.0291,0.0278,0.028125,16349.454
2018-02-27 02:00:00,0.028197,0.029085,0.027504,0.028255,18761.103
2018-02-28 02:00:00,0.028221,0.028299,0.027284,0.027489,14273.5
2018-03-01 02:00:00,0.02749,0.0289,0.027369,0.028693,19054.288
2018-03-02 02:00:00,0.028693,0.031899,0.028252,0.031054,74203.071
2018-03-03 02:00:00,0.031199,0.033,0.029916,0.030498,78063.915
2018-03-04 02:00:00,0.030498,0.033,0.030299,0.03197,44979.771
2018-03-05 02:00:00,0.031988,0.03288,0.030718,0.03225,46859.476
2018-03-06 02:00:00,0.03225,0.0326,0.031324,0.03205,34167.349
2018-03-07 02:00:00,0.032053,0.034345,0.031466,0.03398,61796.15
2018-03-08 02:00:00,0.033987,0.033998,0.02898,0.029484,46213.689
2018-03-09 02:00:00,0.029484,0.0308,0.028391,0.03073,41620.229
2018-03-10 02:00:00,0.030796,0.03124,0.02875,0.028902,25361.613
2018-03-11 02:00:00,0.028905,0.0309,0.028775,0.02939,21668.132
2018-03-12 02:00:00,0.029389,0.029694,0.027599,0.028168,24298.807
2018-03-13 02:00:00,0.028122,0.028474,0.026902,0.026924,27033.411
2018-03-14 02:00:00,0.026923,0.02746,0.02551,0.026096,37809.24
2018-03-15 02:00:00,0.02609,0.027443,0.025,0.02568,42124.789
2018-03-16 02:00:00,0.025679,0.026,0.024916,0.025939,38336.058
2018-03-17 02:00:00,0.025938,0.025999,0.024661,0.025009,31334.356
2018-03-18 02:00:00,0.025008,0.025575,0.0234,0.025437,42655.229
2018-03-19 02:00:00,0.025468,0.025899,0.024529,0.0252,33670.027
2018-03-20 02:00:00,0.025217,0.025885,0.024501,0.02507,34165.211
2018-03-21 02:00:00,0.025051,0.025941,0.024285,0.024448,34998.261
2018-03-22 02:00:00,0.024444,0.024726,0.023717,0.024301,29698.867
2018-03-23 02:00:00,0.024302,0.0252,0.02365,0.024062,31491.953
2018-03-24 02:00:00,0.024065,0.024481,0.023876,0.024242,24696.319
2018-03-25 02:00:00,0.024224,0.024981,0.023812,0.024916,27707.52
2018-03-26 03:00:00,0.024916,0.025,0.023747,0.024022,28874.093
2018-03-27 03:00:00,0.024023,0.024298,0.023152,0.024013,30362.389
2018-03-28 03:00:00,0.024012,0.025224,0.023845,0.02499,30242.746
2018-03-29 03:00:00,0.02499,0.025412,0.024363,0.024748,39413.097
2018-03-30 03:00:00,0.024747,0.025284,0.024,0.025124,29470.786
2018-03-31 03:00:00,0.025124,0.025854,0.024889,0.025596,25478.434
2018-04-01 03:00:00,0.025596,0.02605,0.025168,0.025597,27040.638
2018-04-02 03:00:00,0.025589,0.026195,0.024921,0.02501,27191.641
2018-04-03 03:00:00,0.025032,0.025489,0.0247,0.025456,29390.347
2018-04-04 03:00:00,0.025457,0.0255,0.024728,0.024905,27666.585
2018-04-05 03:00:00,0.024905,0.0259,0.024591,0.025423,33275.736
2018-04-06 03:00:00,0.025425,0.025989,0.024323,0.024406,30207.232
2018-04-07 03:00:00,0.024414,0.02484,0.02429,0.024595,21489.613
2018-04-08 03:00:00,0.024574,0.024899,0.0236,0.024729,25119.631
2018-04-09 03:00:00,0.024729,0.025066,0.0244,0.024601,23916.691
2018-04-10 03:00:00,0.0246,0.024699,0.023893,0.024161,28322.246
2018-04-11 03:00:00,0.024146,0.024402,0.0238,0.024282,33680.296
2018-04-12 03:00:00,0.02428,0.024822,0.0238,0.02435,41063.094
2018-04-13 03:00:00,0.02435,0.0247,0.023889,0.024084,39402.888
2018-04-14 03:00:00,0.024036,0.024286,0.023676,0.023793,27891.845
2018-04-15 03:00:00,0.02379,0.024548,0.02374,0.024156,29627.505
2018-04-16 03:00:00,0.024126,0.02438,0.0238,0.024057,32530.275
2018-04-17 03:00:00,0.0241,0.02499,0.024057,0.024691,38887.103
2018-04-18 03:00:00,0.024748,0.02988,0.024688,0.028046,108818.953
2018-04-19 03:00:00,0.028045,0.02907,0.026306,0.028759,61149.685
2018-04-20 03:00:00,0.028703,0.030866,0.02856,0.030645,57415.665
2018-04-21 03:00:00,0.030643,0.03074,0.0276,0.028708,51537.684
2018-04-22 03:00:00,0.02871,0.0318,0.02805,0.030609,64623.871
2018-04-23 03:00:00,0.030609,0.03202,0.030606,0.031609,45054.36
2018-04-24 03:00:00,0.031615,0.031924,0.0302,0.030343,46052.316
2018-04-25 03:00:00,0.030343,0.030343,0.027125,0.02892,57028.848
2018-04-26 03:00:00,0.028919,0.031559,0.028291,0.028799,56575.322
2018-04-27 03:00:00,0.0288,0.029,0.027575,0.028007,51101.958
2018-04-28 03:00:00,0.028063,0.028456,0.027301,0.027964,48083.626
2018-04-29 03:00:00,0.027946,0.027964,0.026291,0.027158,50213.717
2018-04-30 03:00:00,0.027154,0.02765,0.0259,0.026145,62873.831
2018-05-01 03:00:00,0.026145,0.026601,0.0255,0.026375,46461.604
2018-05-02 03:00:00,0.026374,0.027631,0.0263,0.027008,53839.139
2018-05-03 03:00:00,0.027007,0.02791,0.024929,0.025201,63263.516
2018-05-04 03:00:00,0.025202,0.025716,0.0247,0.024952,40157.22
2018-05-05 03:00:00,0.02491,0.025281,0.02442,0.024429,40907.115
2018-05-06 03:00:00,0.024471,0.024999,0.024197,0.024506,35369.817
2018-05-07 03:00:00,0.024506,0.025094,0.02398,0.024861,41842.298
2018-05-08 03:00:00,0.024871,0.025049,0.024109,0.024321,34752.641
2018-05-09 03:00:00,0.024325,0.02511,0.023911,0.02439,41575.301
2018-05-10 03:00:00,0.02439,0.025,0.024024,0.02407,37780.741
2018-05-11 03:00:00,0.024103,0.024105,0.0231,0.023426,44989.668
2018-05-12 03:00:00,0.023469,0.023907,0.02312,0.02385,34673.839
2018-05-13 03:00:00,0.023851,0.024596,0.023714,0.023887,34666.604
2018-05-14 03:00:00,0.023888,0.024899,0.023513,0.02453,49004.775
