Datetime,Open,High,Low,Close,Volume
2017-10-31 02:00:00,5.5e-07,7.1e-07,4.1e-07,4.1e-07,75707329.0
2017-11-01 02:00:00,4.2e-07,4.2e-07,3.7e-07,3.7e-07,20903956.0
2017-11-02 02:00:00,3.7e-07,3.8e-07,2.6e-07,3.4e-07,69459212.0
2017-11-03 02:00:00,3.3e-07,3.5e-07,2.9e-07,3.2e-07,30265580.0
2017-11-04 02:00:00,3.4e-07,3.4e-07,2.9e-07,2.9e-07,26985702.0
2017-11-05 02:00:00,3e-07,3.4e-07,2.9e-07,3e-07,31485136.0
2017-11-06 02:00:00,3e-07,3.3e-07,3e-07,3.2e-07,29382551.0
2017-11-07 02:00:00,3.2e-07,3.4e-07,3.1e-07,3.2e-07,49443590.0
2017-11-08 02:00:00,3.2e-07,3.4e-07,2.8e-07,3.3e-07,85019610.0
2017-11-09 02:00:00,3.2e-07,3.4e-07,3e-07,3.3e-07,80082947.0
2017-11-10 02:00:00,3.3e-07,3.3e-07,2.7e-07,3e-07,114568292.0
2017-11-11 02:00:00,3e-07,3.2e-07,2.9e-07,3.1e-07,62680216.0
2017-11-12 02:00:00,3.1e-07,3.3e-07,2.7e-07,3e-07,230854930.0
2017-11-13 02:00:00,3e-07,3.4e-07,3e-07,3.2e-07,130427390.0
2017-11-14 02:00:00,3.2e-07,4.1e-07,3.1e-07,3.7e-07,349387694.0
2017-11-15 02:00:00,3.7e-07,3.9e-07,3e-07,3.2e-07,465591783.0
2017-11-16 02:00:00,3.2e-07,3.3e-07,2.3e-07,2.7e-07,468271256.0
2017-11-17 02:00:00,2.8e-07,2.8e-07,2.5e-07,2.6e-07,419967154.0
2017-11-18 02:00:00,2.6e-07,2.8e-07,2.4e-07,2.6e-07,234775970.0
2017-11-19 02:00:00,2.6e-07,2.8e-07,2.3e-07,2.4e-07,117213833.0
2017-11-20 02:00:00,2.5e-07,2.8e-07,2.3e-07,2.6e-07,178318513.0
2017-11-21 02:00:00,2.6e-07,2.8e-07,2.5e-07,2.7e-07,142629840.0
2017-11-22 02:00:00,2.6e-07,3.2e-07,2.6e-07,2.7e-07,301715230.0
2017-11-23 02:00:00,2.9e-07,3.2e-07,2.3e-07,2.5e-07,382469278.0
2017-11-24 02:00:00,2.6e-07,2.7e-07,2.3e-07,2.5e-07,378477316.0
2017-11-25 02:00:00,2.5e-07,2.5e-07,2.2e-07,2.3e-07,292429409.0
2017-11-26 02:00:00,2.3e-07,2.5e-07,2.1e-07,2.3e-07,334515574.0
2017-11-27 02:00:00,2.3e-07,2.4e-07,2e-07,2.2e-07,320882181.0
2017-11-28 02:00:00,2.2e-07,2.5e-07,2.1e-07,2.4e-07,259760318.0
2017-11-29 02:00:00,2.4e-07,2.5e-07,1.9e-07,2.1e-07,595440095.0
2017-11-30 02:00:00,2.1e-07,2.3e-07,2e-07,2.3e-07,366078692.0
2017-12-01 02:00:00,2.3e-07,2.3e-07,1.8e-07,1.9e-07,365010856.0
2017-12-02 02:00:00,2e-07,2e-07,1.8e-07,1.9e-07,289971757.0
2017-12-03 02:00:00,1.9e-07,2e-07,1.8e-07,1.9e-07,273489257.0
2017-12-04 02:00:00,1.9e-07,1.9e-07,1.7e-07,1.8e-07,282766522.0
2017-12-05 02:00:00,1.8e-07,1.9e-07,1.7e-07,1.8e-07,478711538.0
2017-12-06 02:00:00,1.7e-07,3.6e-07,1.7e-07,2.3e-07,1564704699.0
2017-12-07 02:00:00,2.3e-07,4.1e-07,2.1e-07,2.3e-07,3714900651.0
2017-12-08 02:00:00,2.3e-07,2.7e-07,1.8e-07,2.6e-07,1117682951.0
2017-12-09 02:00:00,2.6e-07,3.2e-07,2.4e-07,2.9e-07,670419644.0
2017-12-10 02:00:00,2.8e-07,3.2e-07,2.5e-07,2.8e-07,532816102.0
2017-12-11 02:00:00,2.8e-07,3.1e-07,2.7e-07,3e-07,698280627.0
2017-12-12 02:00:00,3e-07,4.5e-07,2.9e-07,4.4e-07,1708786137.0
2017-12-13 02:00:00,4.3e-07,1.15e-06,4e-07,9.5e-07,4134656016.0
2017-12-14 02:00:00,9.4e-07,1.23e-06,7.7e-07,1.02e-06,4769047754.0
2017-12-15 02:00:00,1.02e-06,1.03e-06,6.7e-07,9.9e-07,2464517175.0
2017-12-16 02:00:00,9.8e-07,2.2e-06,9.6e-07,1.86e-06,6509720573.0
2017-12-17 02:00:00,1.85e-06,2.13e-06,1.6e-06,1.82e-06,3403028402.0
2017-12-18 02:00:00,1.82e-06,2.78e-06,1.65e-06,2.32e-06,3342736767.0
2017-12-19 02:00:00,2.32e-06,2.5e-06,2.2e-06,2.37e-06,2814197425.0
2017-12-20 02:00:00,2.37e-06,3.03e-06,1.35e-06,3.03e-06,3102234302.0
2017-12-21 02:00:00,3.03e-06,4.34e-06,2.55e-06,2.93e-06,6620225407.0
2017-12-22 02:00:00,2.93e-06,3.04e-06,1.71e-06,2.59e-06,4700835965.0
2017-12-23 02:00:00,2.58e-06,3.79e-06,2.36e-06,3.35e-06,4946632779.0
2017-12-24 02:00:00,3.35e-06,3.45e-06,2.54e-06,2.63e-06,3536398196.0
2017-12-25 02:00:00,2.63e-06,2.9e-06,2.23e-06,2.3e-06,2521077578.0
2017-12-26 02:00:00,2.3e-06,3.25e-06,2e-06,2.32e-06,3812770154.0
2017-12-27 02:00:00,2.32e-06,2.63e-06,2.17e-06,2.3e-06,2024990517.0
2017-12-28 02:00:00,2.3e-06,2.84e-06,2.16e-06,2.8e-06,2433909401.0
2017-12-29 02:00:00,2.8e-06,2.98e-06,2.35e-06,2.44e-06,3560931688.0
2017-12-30 02:00:00,2.44e-06,3.07e-06,2.36e-06,2.81e-06,3560952286.0
2017-12-31 02:00:00,2.8e-06,3.24e-06,2.53e-06,3.18e-06,4523495941.0
2018-01-01 02:00:00,3.19e-06,3.93e-06,3.08e-06,3.81e-06,5710317125.0
2018-01-02 02:00:00,3.81e-06,6.44e-06,3.58e-06,5.28e-06,14274269023.0
2018-01-03 02:00:00,5.28e-06,6.39e-06,4.45e-06,6.31e-06,7476248877.0
2018-01-04 02:00:00,6.31e-06,1.476e-05,6.28e-06,1.355e-05,13643895509.0
2018-01-05 02:00:00,1.355e-05,2.047e-05,1.001e-05,1.32e-05,11655425053.0
2018-01-06 02:00:00,1.32e-05,1.398e-05,7.47e-06,9.95e-06,8435522052.0
2018-01-07 02:00:00,9.95e-06,1.27e-05,8.94e-06,1.25e-05,4824158345.0
2018-01-08 02:00:00,1.248e-05,1.307e-05,8.94e-06,1.009e-05,5229098902.0
2018-01-09 02:00:00,1.009e-05,1.023e-05,6.9e-06,8.56e-06,5140990414.0
2018-01-10 02:00:00,8.56e-06,9.64e-06,7.05e-06,8.85e-06,6965923146.0
2018-01-11 02:00:00,8.84e-06,8.86e-06,7.21e-06,8.15e-06,4290058374.0
2018-01-12 02:00:00,8.15e-06,8.29e-06,7.7e-06,7.88e-06,1950982554.0
2018-01-13 02:00:00,7.88e-06,8.62e-06,7.02e-06,7.2e-06,3054523616.0
2018-01-14 02:00:00,7.19e-06,7.73e-06,6.1e-06,6.24e-06,3175611766.0
2018-01-15 02:00:00,6.23e-06,7.18e-06,4.79e-06,5.57e-06,7035971910.0
2018-01-16 02:00:00,5.58e-06,5.74e-06,3.82e-06,4.71e-06,5684803258.0
2018-01-17 02:00:00,4.72e-06,7.9e-06,4.43e-06,6.91e-06,9467451218.0
2018-01-18 02:00:00,6.91e-06,9.45e-06,6.55e-06,7.34e-06,8552534274.0
2018-01-19 02:00:00,7.34e-06,7.59e-06,6.56e-06,7e-06,3662052481.0
2018-01-20 02:00:00,7.01e-06,7.09e-06,6.32e-06,6.61e-06,2866178539.0
2018-01-21 02:00:00,6.62e-06,6.79e-06,6.06e-06,6.22e-06,1897106569.0
2018-01-22 02:00:00,6.22e-06,7.27e-06,6.07e-06,6.63e-06,3131189607.0
2018-01-23 02:00:00,6.62e-06,6.65e-06,6.23e-06,6.32e-06,1629866689.0
2018-01-24 02:00:00,6.32e-06,6.75e-06,5.88e-06,6.26e-06,2637710996.0
2018-01-25 02:00:00,6.26e-06,6.42e-06,6.07e-06,6.13e-06,1298970625.0
